Country,City,Line,Phase,Start_year,End_year,RR,Length,TunnelPer,Tunnel,Elevated,Atgrade,Stations,Platform_length_meters,Source1,Cost,Currency,Year,PPP_rate,Real_cost,Cost_km_millions,Anglo,Inflation_index,Real_cost_2023_dollars,Cost_km_2023_dollars,Source2,Reference1,Reference2,Reference3,Comments
KR,Seoul,Jinjeop Line,Jinjeop Line,2014,2022,0,14.9,100,14.9,NaN,NaN,4,200,NaN,1400000,KRW,2018,0.001,1400,93.95973154,0,1.21343491,1698.808874,114.0140184,NaN,https://www.yna.co.kr/view/AKR20220112075600060,NaN,NaN,NaN
KR,Seoul,Sin Ansan Line,Sin Ansan Line,2019,2025,0,44.7,100,44.7,NaN,NaN,15,NaN,NaN,3300000,KRW,2021,0.0012,3960,88.59060403,0,1.124486105,4452.964978,99.6189033,NaN,https://www.yna.co.kr/view/AKR20190822028500003,NaN,NaN,NaN
KR,Seoul,Line 5 Hanam Line,Line 5 Hanam Line,2014,2020,0,7.7,100,7.7,NaN,NaN,5,160,NaN,981000,KRW,2017,0.001,981,127.4025974,0,1.243072781,1219.454398,158.370701,NaN,https://www.mk.co.kr/news/society/view/2021/03/266810/,NaN,NaN,NaN
KR,Seoul,Line 7,Line 7 Extension 2,2022,NaN,0,10.7,NaN,NaN,NaN,NaN,7,160,NaN,1573900,KRW,2021,0.0012,1888.68,176.5121495,0,1.124486105,2123.794418,198.4854596,NaN,http://www.incheonin.com/news/articleView.html?idxno=86255,NaN,NaN,NaN
KR,Seoul,Line 9,Line 9 Phase 4,2021,2028,0,4.1,100,4.1,NaN,NaN,4,160,NaN,640800,KRW,2021,0.0012,768.96,187.5512195,0,1.124486105,864.6848357,210.8987404,Media,http://www.redaily.co.kr/news/articleView.html?idxno=571,NaN,NaN,NaN
CN,Shaoxing,Line 1,Line 1,2016,2021,0,31.3,100,31.3,NaN,NaN,23,117,NaN,23873,CNY,2019,0.238,5681.774,181.5263259,0,1.191839066,6771.760215,216.3501666,Trade,http://www.rail-transit.com/project/show.php?itemid=179,NaN,NaN,NaN
CN,Shaoxing,Line 2,Line 2,2022,NaN,0,10.8,100,10.8,NaN,NaN,9,117,NaN,10130,CNY,2021,0.239,2421.07,224.1731481,0,1.124486105,2722.459575,252.0795903,Trade,http://www.rail-transit.com/project/show.php?itemid=194,NaN,NaN,NaN
CN,Shenyang,Line 4,Line 4 Phase 1,NaN,2022,0,34.2,100,34.2,NaN,NaN,23,117,NaN,16632,CNY,2021,0.239,3975.048,116.2294737,0,1.124486105,4469.886245,130.6984282,Trade,http://www.rail-transit.com/project/show.php?itemid=216,https://sy.leju.com/news/2021-10-25/16496858323734529623540.shtml,NaN,NaN
CN,Shijiazhuang,Line 1,Line 1 Phase 2,2012,2021,0,12.7,100,12.7,NaN,NaN,7,138,NaN,7731,CNY,2016,0.251,1940.481,152.7937795,0,1.269554638,2463.546653,193.9800515,Trade,http://www.rail-transit.com/project/show.php?itemid=196,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201601/W020190910670584360634.pdf,NaN,NaN
CN,Shijiazhuang,Line 3,Line 3 Phase 2,2012,2021,0,8.1,100,8.1,NaN,NaN,5,138,NaN,5465,CNY,2016,0.251,1371.715,169.3475309,0,1.269554638,1741.46714,214.9959432,Trade,http://www.rail-transit.com/project/show.php?itemid=226,https://www.ndrc.gov.cn/fggz/zcssfz/zcgh/201601/W020190910670584360634.pdf,NaN,NaN
CN,Shijiazhuang,First,First,2012,2020,0,59.6,100,59.6,NaN,NaN,52,138,NaN,42190,CNY,2016,0.251,10589.69,177.6793624,0,1.269554638,13444.19005,225.5736586,Plan,http://www.gov.cn/jrzg/2012-09/28/content_2235330.htm,NaN,NaN,NaN
CN,Taiyuan,Jinzhong-Taiyuan Intercity,Jinzhong-Taiyuan Intercity,2019,NaN,0,19.86,5,0.991,NaN,NaN,12,78,NaN,8703,CNY,2019,0.238,2071.314,104.2957704,0,1.191839066,2468.672942,124.3037735,Trade,http://www.rail-transit.com/project/show.php?itemid=120,NaN,NaN,NaN
CN,Taiyuan,Line 3,Line 3,2018,NaN,0,30.523,100,30.523,NaN,NaN,25,138,NaN,24300,CNY,2018,0.237,5759.1,188.680667,0,1.21343491,6988.292991,228.9517083,Trade,http://www.rail-transit.com/project/show.php?itemid=260,NaN,NaN,NaN
CN,Taizhou,Line S2,Line S2 South Segment,2021,NaN,0,6,0,0,NaN,NaN,1,92,NaN,1879,CNY,2021,0.239,449.081,74.84683333,0,1.124486105,504.9853447,84.16422412,Trade,http://www.rail-transit.com/project/show.php?itemid=711,NaN,NaN,NaN
CN,Taizhou,Line S2,Line S2 West Segment,2021,NaN,0,11.75,0,0,NaN,NaN,3,92,NaN,3996,CNY,2021,0.239,955.044,81.28034043,0,1.124486105,1073.933708,91.39861346,Trade,http://www.rail-transit.com/project/show.php?itemid=711,NaN,NaN,NaN
CN,Taizhou,Line S2,Line S2,2021,NaN,0,66.3,28,18.65,NaN,NaN,22,92,NaN,30800,CNY,2021,0.239,7361.2,111.0286576,0,1.124486105,8277.56712,124.8501828,Plan,http://www.zjtz.gov.cn/art/2021/8/25/art_1229049733_59046724.html,NaN,NaN,NaN
CN,Taizhou,Line S1,Line S1,2022,NaN,1,52.4,34,17.8,NaN,NaN,15,92,NaN,21237,CNY,2021,0.239,5075.643,96.86341603,0,1.124486105,5707.49003,108.9215655,NaN,https://www.cpppc.org/zhejiang/1001654.jhtml,http://www.rail-transit.com/project/show.php?itemid=251,NaN,NaN
CN,Xuzhou,"First Phase Program (Lines 1, 2 and 3)","First Phase Program (Lines 1, 2 and 3)",2013,2020,0,67,90,60.6,NaN,NaN,NaN,117,Media,44328,CNY,2017,0.239,10594.392,158.1252537,0,1.243072781,13169.60032,196.5611989,Media,http://www.ciecc.com.cn/art/2013/3/8/art_1599_30934.html,https://new.qq.com/omn/20190117/20190117A1GO47.html,NaN,NaN
CN,Xuzhou,Line 1,Line 1,2014,2019,0,21.967,96,20.996,NaN,NaN,18,117,Media,16278,CNY,2017,0.239,3890.442,177.1039286,0,1.243072781,4836.102555,220.153073,Trade,http://www.rail-transit.com/project/show.php?itemid=295,https://jiaotongbk.com/n6/201691.html,NaN,NaN
CN,Xuzhou,Line 2,Line 2,2020,NaN,0,24.15,100,24.15,NaN,NaN,20,117,Trade,16957,CNY,2020,0.239,4052.723,167.814617,0,1.17731472,4771.330444,197.5706188,Trade,http://www.rail-transit.com/project/show.php?itemid=264,NaN,NaN,NaN
CN,Xuzhou,Line 3,Line 3,2021,NaN,0,18.3,100,18.3,NaN,NaN,16,117,Trade,13526,CNY,2021,0.239,3232.714,176.6510383,0,1.124486105,3635.141976,198.641638,Trade,http://www.rail-transit.com/project/show.php?itemid=243,NaN,NaN,NaN
CN,Zhengzhou,Line 2,Line 2 Phase 1,2010,2016,0,18.27,100,18.27,NaN,NaN,16,117,Media,10408,CNY,2013,0.273,2841.384,155.5218391,0,1.307975292,3716.460066,203.4187228,Media,http://news.sina.com.cn/o/2010-12-29/033421723553.shtml,NaN,NaN,NaN
CN,Zhengzhou,Line 1,Line 1 Phase 1,2009,2013,0,25.2,100,25.2,NaN,NaN,20,117,Media,14335.5,CNY,2011,0.284,4071.282,161.5588095,0,1.354598358,5514.951911,218.8472981,Media,http://news.cctv.com/society/20090323/106184.shtml,NaN,NaN,NaN
CN,Zhengzhou,Zhengxu Regional,Zhengxu Regional Rail (Xucheng Section),NaN,2022,1,33.78,12,4.016,NaN,NaN,11,117,Trade,9879,CNY,2021,0.239,2361.081,69.89582593,0,1.124486105,2655.002778,78.59688509,Trade,http://www.rail-transit.com/project/show.php?itemid=143,NaN,NaN,NaN
CN,Zhengzhou,Zhengxu Regional,Zhengxu Regional Rail (Zhengzhou Section),2020,NaN,1,31.27,90,28.18,NaN,NaN,15,117,Media,17867,CNY,2020,0.239,4270.213,136.559418,0,1.17731472,5027.384622,160.7734129,Trade,http://www.rail-transit.com/project/show.php?itemid=141,https://www.163.com/dy/article/GDQSS29P0530L2T3.html,NaN,NaN
CN,Zhengzhou,Line 3,Line 3 Phase 1,2017,2020,0,25.487,100,25.487,NaN,NaN,21,138,Trade,20608,CNY,2019,0.238,4904.704,192.4394397,0,1.191839066,5845.617833,229.356842,Trade,http://www.rail-transit.com/project/show.php?itemid=192,NaN,NaN,NaN
CN,Beijing,Yanfang Branch,Yanfang Branch,2020,NaN,0,6.015,0,0,NaN,NaN,3,117,NaN,4500,CNY,2020,0.239,1075.5,178.8029925,0,1.17731472,1266.201981,210.5073951,Trade,http://www.rail-transit.com/project/show.php?itemid=525,NaN,NaN,NaN
CN,Beijing,Line 6,Line 6 Phase 2,2011,2014,0,12.4,100,12.4,NaN,NaN,8,156,NaN,6000,CNY,2013,0.273,1638,132.0967742,0,1.307975292,2142.463528,172.7793167,NaN,http://politics.people.com.cn/n/2014/1105/c70731-25980932.html,NaN,NaN,NaN
CN,Beijing,Line 9,Line 9,2007,2012,0,16.5,100,16.5,NaN,NaN,13,117,NaN,12900,CNY,2010,0.3,3870,234.5454545,0,1.397356642,5407.770206,327.7436488,NaN,http://zqb.cyol.com/html/2012-12/31/nw.D110000zgqnb_20121231_3-06.htm,NaN,NaN,NaN
CN,Beijing,Line M101,Line M101,2022,2027,0,19,100,19,NaN,NaN,14,138,NaN,18753.93,CNY,2021,0.239,4482.18927,235.9046984,0,1.124486105,5040.159556,265.2715556,NaN,https://web.archive.org/web/20220515142603/https://www.rails.cn/download/2022/20220418_%E9%99%84%E4%BB%B61%EF%BC%9A%E5%8C%97%E4%BA%AC%E8%BD%A8%E9%81%93%E4%BA%A4%E9%80%9AM101%E7%BA%BF%E4%B8%80%E6%9C%9F%E5%B7%A5%E7%A8%8B%E7%8E%AF%E5%A2%83%E5%BD%B1%E5%93%8D%E6%8A%A5%E5%91%8A%E4%B9%A6%EF%BC%88%E5%BE%81%E6%B1%82%E6%84%8F%E8%A7%81%E7%A8%BF%EF%BC%89.pdf,NaN,NaN,NaN
CN,Changchun,New Beihu Line,New Beihu Line,2010,2019,0,13.4,0,0,NaN,NaN,13,55,NaN,4210,CNY,2015,0.258,1086.18,81.05820896,0,1.285570233,1396.360676,104.2060206,Plan,https://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=320,NaN,NaN,NaN
CN,Changchun,Line 2,Line 2 Western Extension,2015,2019,0,5.3,100,5.3,NaN,NaN,3,117,NaN,3350,CNY,2017,0.239,800.65,151.0660377,0,1.243072781,995.2662219,187.7860796,Plan,https://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=320,NaN,NaN,NaN
CN,Changchun,Line 2,Line 2,NaN,2020,0,22.8,100,22.8,NaN,NaN,19,117,NaN,15400,CNY,2020,0.239,3680.6,161.4298246,0,1.17731472,4333.224558,190.0537087,Trade,http://www.rail-transit.com/project/show.php?itemid=231,NaN,NaN,NaN
CN,Changchun,Line 1,Line 1 South Extension,2010,2019,0,8,100,8,NaN,NaN,6,117,NaN,5520,CNY,2015,0.258,1424.16,178.02,0,1.285570233,1830.857704,228.8572129,Plan,https://zfxxgk.ndrc.gov.cn/web/iteminfo.jsp?id=320,NaN,NaN,NaN
CN,Changsha,First,First,2008,2015,0,45.92,97,44.61,NaN,NaN,32,117,NaN,22171,CNY,2012,0.281,6230.051,135.6718423,0,1.327133984,8268.112406,180.0547127,NaN,http://www.chinanews.com/gn/news/2009/02-11/1558424.shtml,NaN,NaN,NaN
CN,Changsha,Line 2,Line 2 Phase 2,2011,2015,0,21.926,100,21.926,NaN,NaN,19,117,NaN,11900,CNY,2013,0.273,3248.7,148.1665602,0,1.307975292,4249.21933,193.7981998,NaN,http://www.hncsmtr.com/jsdt/gcgk/2033/14944654790008899_1.html,https://www.sohu.com/a/237588900_683466,NaN,NaN
CN,Changsha,Line 2 West Extension,Line 2 West Extension Phase 2,2021,2025,0,13.99,98,13.78,NaN,NaN,11,117,NaN,12342,CNY,2021,0.239,2949.738,210.8461758,0,1.124486105,3316.939396,237.0935951,Trade,http://www.rail-transit.com/project/show.php?itemid=501,NaN,NaN,NaN
CN,Chengdu,Line S3,Line S3,2021,NaN,1,38.7,27,10.42,NaN,NaN,7,184,NaN,12903,CNY,2021,0.239,3083.817,79.6851938,0,1.124486105,3467.709368,89.60489324,Trade,http://www.rail-transit.com/project/show.php?itemid=540,NaN,NaN,NaN
CN,Chengdu,Line S5,Line S5,2022,NaN,1,59,17,9.85,NaN,NaN,13,184,NaN,22600,CNY,2021,0.239,5401.4,91.54915254,0,1.124486105,6073.79925,102.94575,NaN,https://www.163.com/dy/article/HFCE3KEU05149A02.html,https://www.12369zb.com/view/482/MUlxBX4B4pnqPFb2iCfa.html,NaN,NaN
CN,Chengdu,Line 10,Line 10 Phase 1,2013,2020,0,10.9,100,10.9,NaN,NaN,5,138,NaN,5520,CNY,2017,0.239,1319.28,121.0348624,0,1.243072781,1639.961058,150.4551429,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zdgc/201505/t20150518_1146000.html,NaN,NaN,NaN
CN,Chengdu,Line 4,Line 4 Phase 2,2013,2020,0,21.3,100,21.3,NaN,NaN,13,117,NaN,10220,CNY,2017,0.239,2442.58,114.6751174,0,1.243072781,3036.304713,142.549517,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zdgc/201505/t20150518_1146000.html,NaN,NaN,NaN
CN,Chengdu,Line 18,Line 18 Phase 1 and 2,2016,2019,0,58.6,65,37.9,NaN,NaN,13,184,NaN,34700,CNY,2018,0.237,8223.9,140.3395904,0,1.21343491,9979.167358,170.2929583,Trade,http://www.rail-transit.com/project/show.php?itemid=291,NaN,NaN,NaN
CN,Chengdu,Line 5,Line 5 Phase 1 and 2 (redesign),2015,2020,0,49,68,33.2,NaN,NaN,39,184,NaN,32480,CNY,2018,0.237,7697.76,157.0971429,0,1.21343491,9340.730714,190.6271574,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zdgc/201505/t20150518_1146000.html,NaN,NaN,NaN
CN,Chengdu,Line 17,Line 17 Phase 1,2021,NaN,0,26.14,79,20.64,NaN,NaN,9,184,NaN,17151,CNY,2021,0.239,4099.089,156.8128921,0,1.124486105,4609.368626,176.3339183,Trade,http://www.rail-transit.com/project/show.php?itemid=76,https://www.163.com/dy/article/DPVGIOAD0514MG5I.html,NaN,NaN
CN,Chengdu,Line 3,Line 3 Phase 2,2013,2020,0,15,60,9,NaN,NaN,9,117,NaN,7030,CNY,2017,0.239,1680.17,112.0113333,0,1.243072781,2088.573594,139.2382396,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zdgc/201505/t20150518_1146000.html,NaN,NaN,NaN
CN,Chengdu,Line 3,Line 3 Phase 3 (redesign),2015,NaN,0,12.6,57,7.2,NaN,NaN,9,117,NaN,6240,CNY,2015,0.258,1609.92,127.7714286,0,1.285570233,2069.66523,164.2591452,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zdgc/201505/t20150518_1146000.html,NaN,NaN,NaN
CN,Chengdu,Line 7,Line 7,2013,2020,0,38.6,100,38.6,NaN,NaN,31,138,NaN,27010,CNY,2017,0.239,6455.39,167.2380829,0,1.243072781,8024.519598,207.8891087,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zdgc/201505/t20150518_1146000.html,NaN,NaN,NaN
CN,Chengdu,Line 1,Line 1 Phase 3,2013,2020,0,13,43,5.6,NaN,NaN,10,117,NaN,5820,CNY,2017,0.239,1390.98,106.9984615,0,1.243072781,1729.089376,133.0068751,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zdgc/201505/t20150518_1146000.html,NaN,NaN,NaN
CN,Chongqing,Bishan-Tongliang Line,Bishan-Tongliang Line,2020,NaN,0,37.353,28,10.386,NaN,NaN,9,92,NaN,8642,CNY,2020,0.239,2065.438,55.29510347,0,1.17731472,2431.670561,65.09973926,Trade,http://www.rail-transit.com/project/show.php?itemid=412,https://www.sohu.com/a/392594635_120388781,http://www.rail-transit.com/shiping/show.php?itemid=869,NaN
CN,Chongqing,Jiangjin Line,Jiangjin Line South Extension,2018,NaN,0,4.6,NaN,NaN,NaN,NaN,2,117,NaN,3500,CNY,2018,0.237,829.5,180.326087,0,1.21343491,1006.544258,218.8139691,Plan,http://ghzrzyj.cq.gov.cn/zwxx_186/mtgz/202208/t20220803_10975207.html,NaN,NaN,NaN
CN,Chongqing,Jiangjin Line,Jiangjin Line,2020,NaN,0,28.22,21,5.8,NaN,NaN,7,117,NaN,6892,CNY,2020,0.239,1647.188,58.36952516,0,1.17731472,1939.258679,68.71930117,Trade,http://www.rail-transit.com/project/show.php?itemid=399,http://m.xinhuanet.com/cq/2019-01/27/c_1124047880.htm,NaN,NaN
CN,Chongqing,Line 17,Line 17 (redesign) Phase 1,2022,2026,0,14.18,100,14.18,NaN,NaN,9,117,NaN,12256.96,CNY,2024,0.239,2929.41344,206.5876897,0,1,2929.41344,206.5876897,Trade,http://www.rail-transit.com/project/show.php?itemid=519,NaN,NaN,NaN
CN,Chongqing,Line 18,Line 18 Phase 2,2020,2025,0,10.61,100,10.61,NaN,NaN,8,117,NaN,9966,CNY,2023,0.239,2381.874,224.4933082,0,1,2381.874,224.4933082,Plan,http://fzggw.cq.gov.cn/zwgk/zfxxgkml/sphzbaxx/202009/t20200930_7937966_wap.html,NaN,NaN,NaN
CN,Chongqing,Line 6,Line 6 East,2022,NaN,0,6.7,NaN,NaN,NaN,NaN,3,117,NaN,4469,CNY,2021,0.239,1068.091,159.4165672,0,1.124486105,1201.053489,179.2617148,NaN,https://www.sohu.com/a/516618507_120388781,NaN,NaN,NaN
CN,Chongqing,Line 27,Line 27,2021,2027,1,51.789,98,50.529,NaN,NaN,14,138,NaN,34587,CNY,2021,0.239,8266.293,159.614841,0,1.124486105,9295.331622,179.4846709,Trade,http://www.rail-transit.com/project/show.php?itemid=457,http://fzggw.cq.gov.cn/zwgk/zfxxgkml/sphzbaxx/202011/t20201103_8406228_wap.html,NaN,NaN
CN,Chongqing,Line 15,Line 15 Phase 2,2021,NaN,1,32.8,93,30.5,NaN,NaN,11,138,NaN,22659,CNY,2021,0.239,5415.501,165.1067378,0,1.124486105,6089.655629,185.6602326,Trade,http://www.rail-transit.com/project/show.php?itemid=693,NaN,NaN,NaN
CN,Chongqing,Line 15,Line 15 Phase 1,2021,2027,1,38.73,92,35.463,NaN,NaN,14,138,NaN,27398,CNY,2021,0.239,6548.122,169.071056,0,1.124486105,7363.272206,190.1180533,Trade,http://www.rail-transit.com/project/show.php?itemid=456,http://www.rail-transit.com/shiping/show.php?itemid=958,NaN,NaN
CN,Chongqing,Line 24,Line 24 Phase 1,2021,NaN,0,18.9,100,18.9,NaN,NaN,12,117,NaN,15364,CNY,2021,0.239,3671.996,194.2855026,0,1.124486105,4129.108481,218.4713482,Trade,http://www.rail-transit.com/project/show.php?itemid=521,NaN,NaN,NaN
CN,Chongqing,Line 1,Line 1 Phase 2,2007,NaN,0,15.5,NaN,NaN,NaN,NaN,9,117,NaN,5014,CNY,2007,0.333,1669.662,107.720129,0,1.469562366,2453.672438,158.3014476,NaN,http://news.sohu.com/20070609/n250475902.shtml,NaN,NaN,NaN
CN,Chongqing,Line 1,Line 1 Phase 1,2007,NaN,0,16.5,NaN,NaN,NaN,NaN,14,117,NaN,7500,CNY,2007,0.333,2497.5,151.3636364,0,1.469562366,3670.232008,222.4383035,NaN,http://news.sohu.com/20070609/n250475902.shtml,NaN,NaN,NaN
CN,Chongqing,Line 3,Line 3,2007,NaN,0,39.1,NaN,NaN,NaN,NaN,29,120,NaN,13800,CNY,2007,0.333,4595.4,117.5294118,0,1.469562366,6753.226895,172.7168004,Plan,http://www.gov.cn/jrzg/2011-09/29/content_1959823.htm,NaN,NaN,NaN
CN,Chongqing,Line 2,Line 2,2000,NaN,0,19.15,NaN,NaN,NaN,NaN,18,120,NaN,4300,CNY,2000,0.367,1578.1,82.4073107,0,1.769465738,2792.39388,145.8169128,NaN,http://news.sina.com.cn/o/2005-06-15/11406180055s.shtml,https://m.sohu.com/n/384104755/,NaN,NaN
CN,Chongqing,Line 4,Line 4 West extension,2021,2026,0,10.9,100,10.9,NaN,NaN,9,117,NaN,10603,CNY,2021,0.239,2534.117,232.4877982,0,1.124486105,2849.579356,261.4292987,Trade,http://www.rail-transit.com/project/show.php?itemid=517,http://fzggw.cq.gov.cn/zwgk/zfxxgkml/sphzbaxx/202010/t20201010_7947213_wap.html,NaN,NaN
CN,Fuzhou,Line 6,Line 6 East Extension,2020,NaN,0,5.29,100,5.29,NaN,NaN,6,117,NaN,4083,CNY,2020,0.239,975.837,184.468242,0,1.17731472,1148.867264,217.1771766,NaN,https://xm.leju.com/news/2020-07-10/14296687241366554352613.shtml,http://fgw.fuzhou.gov.cn/zz/fgwzwgk/tzgg/201804/t20180428_2189534.htm,NaN,NaN
CN,Guangzhou,Line 14,Line 14 Phase 1,2012,2018,0,54.4,40,21.9,NaN,NaN,13,117,NaN,18913,CNY,2015,0.258,4879.554,89.69768382,0,1.285570233,6273.009374,115.3126723,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zdgc/201209/t20120905_1145857.html,https://m.21jingji.com/article/20201209/herald/7d218ef3f8835e2e9df093c805e45652.html,NaN,NaN
CN,Guangzhou,Line 14,Line 14 Branch,2012,2018,0,21.6,92,19.9,NaN,NaN,5,117,NaN,7802,CNY,2015,0.258,2012.916,93.19055556,0,1.285570233,2587.744892,119.8030043,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zdgc/201209/t20120905_1145857.html,http://district.ce.cn/newarea/roll/201503/17/t20150317_4847921.shtml,NaN,NaN
CN,Guangzhou,Line 4,Line 4 South Extension,2012,2018,0,12.5,96,12.01,NaN,NaN,6,68,NaN,7849.42,CNY,2015,0.258,2025.15036,162.0120288,0,1.285570233,2603.473021,208.2778417,Plan,http://mee.gov.cn/ywgz/hjyxpj/jsxmhjyxpj/xmslqk/201605/W020160522150689146882.pdf,NaN,NaN,NaN
CN,Guangzhou,Line 21,Line 21,2012,2018,0,61.6,69,42.5,NaN,NaN,14,117,NaN,29133,CNY,2015,0.258,7516.314,122.0180844,0,1.285570233,9662.749543,156.8628173,Plan,https://www.ndrc.gov.cn/fggz/zcssfz/zdgc/201209/t20120905_1145857.html,https://www.sohu.com/a/351491006_124706,NaN,NaN
CN,Guangzhou,Line 3,Line 3 Phase 1,2000,NaN,0,35.86,100,35.86,NaN,NaN,18,117,NaN,15300,CNY,2000,0.367,5615.1,156.5839375,0,1.769465738,9935.727063,277.0699125,Plan,http://drc.gd.gov.cn/zdxm5665/content/post_851139.html,NaN,NaN,NaN
CN,Guangzhou,Line 6,Line 6 Phase 1,2006,NaN,0,24.3,87,21.2,NaN,NaN,22,68,NaN,11529,CNY,2006,0.349,4023.621,165.5811111,0,1.511418651,6081.375823,250.2623796,NaN,http://news.sina.com.cn/c/2007-09-06/013313825648.shtml,NaN,NaN,NaN
CN,Guangzhou,Line 6,Line 6 Phase 3,2009,NaN,0,17.6,100,17.6,NaN,NaN,NaN,102,NaN,7156,CNY,2009,0.317,2268.452,128.8893182,0,1.420277155,3221.830553,183.0585541,Plan,http://drc.gd.gov.cn/zdxm5665/content/post_851371.html,NaN,NaN,NaN
CN,Guangzhou,Line 9,Line 9,2009,NaN,0,18.3,100,18.3,NaN,NaN,NaN,117,NaN,7750,CNY,2009,0.317,2456.75,134.2486339,0,1.420277155,3489.265901,190.6702678,Plan,http://drc.gd.gov.cn/zdxm5665/content/post_851371.html,NaN,NaN,NaN
CN,Guangzhou,Line 7,Line 7,2012,NaN,0,17.6,100,17.6,NaN,NaN,NaN,117,NaN,9230,CNY,2012,0.281,2593.63,147.3653409,0,1.327133984,3442.094516,195.573552,Plan,http://www.gz.gov.cn/zwgk/zdxm/2012n/content/post_2847743.html,NaN,NaN,NaN
CN,Guangzhou,Line 2 and 8,Line 2 and 8 Extension,2007,NaN,0,28.55,NaN,NaN,NaN,NaN,22,138,NaN,14729,CNY,2007,0.333,4904.757,171.7953415,0,1.469562366,7207.846299,252.4639685,Plan,https://www.ndrc.gov.cn/fzggw/jgsj/tzs/sjdt/200706/t20070622_1192155.html,NaN,NaN,NaN
CN,Guangzhou,Line 8,Line 8 Eastern Extension,2021,NaN,0,18,100,18,NaN,NaN,7,138,NaN,16576,CNY,2021,0.239,3961.664,220.0924444,0,1.124486105,4454.836123,247.4908957,NaN,https://new.qq.com/omn/20210623/20210623A096ZY00.html,https://news.dayoo.com/guangzhou/202011/02/139995_53631830.htm,NaN,NaN
CN,Guangzhou,Line 18,Line 18 North,2021,NaN,1,41.1,100,41.1,NaN,NaN,10,184,NaN,38130,CNY,2021,0.239,9113.07,221.7291971,0,1.124486105,10247.52059,249.3314013,Trade,http://www.rail-transit.com/project/show.php?itemid=619,NaN,NaN,NaN
CN,Guangzhou,Line 11,Line 11,2019,NaN,0,44.2,100,44.2,NaN,NaN,32,184,NaN,45521,CNY,2019,0.238,10833.998,245.1130769,0,1.191839066,12912.38205,292.1353406,Trade,http://www.rail-transit.com/project/show.php?itemid=87,NaN,NaN,NaN
CN,Guangzhou,Line 18,Nansha-Zhuhai (Zhongshan) intercity or Line 18,2020,NaN,1,79,100,79,NaN,NaN,NaN,184,NaN,48600,CNY,2020,0.239,11615.4,147.0303797,0,1.17731472,13674.9814,173.1010304,NaN,http://gd.people.com.cn/n2/2020/0805/c123932-34206133.html,NaN,NaN,NaN
CN,Guangzhou,Line 22,Line 22 Northern Extension,2020,NaN,1,39,100,39,NaN,NaN,NaN,184,NaN,32500,CNY,2020,0.239,7767.5,199.1666667,0,1.17731472,9144.792088,234.4818484,NaN,http://gd.people.com.cn/n2/2020/0805/c123932-34206133.html,NaN,NaN,NaN
CN,Guangzhou,Line 28,Line 28,2020,NaN,1,107,100,107,NaN,NaN,NaN,184,NaN,95300,CNY,2020,0.239,22776.7,212.8663551,0,1.17731472,26815.34418,250.6106933,NaN,http://gd.people.com.cn/n2/2020/0805/c123932-34206133.html,NaN,NaN,NaN
CN,Guiyang,Line 2,Line 2 Phase 1,NaN,2021,0,27.6,100,27.6,NaN,NaN,24,117,NaN,19459,CNY,2021,0.239,4650.701,168.5036594,0,1.124486105,5229.648655,189.4800237,Trade,http://www.rail-transit.com/project/show.php?itemid=294,NaN,NaN,NaN
CN,Hangzhou,Hangzhou-Haining Line,Hangzhou-Haining Line,NaN,2021,0,48.18,31,14.81,NaN,NaN,12,78,NaN,13611,CNY,2021,0.239,3253.029,67.51824408,0,1.124486105,3657.985911,75.92332734,Trade,http://www.rail-transit.com/project/show.php?itemid=249,NaN,NaN,NaN
CN,Hangzhou,Hanglin LIne,Hanglin Line (Hangzhou Section),2016,2020,0,14.26,30,4.32,NaN,NaN,6,78,NaN,4590,CNY,2018,0.237,1087.83,76.28541374,0,1.21343491,1320.010898,92.56738418,Trade,http://www.rail-transit.com/project/show.php?itemid=89,NaN,NaN,NaN
CN,Hangzhou,Hanglin LIne,Hanglin Line (Lin'an Section),2016,2020,0,20.72,42,8.64,NaN,NaN,6,78,NaN,6740,CNY,2018,0.237,1597.38,77.09362934,0,1.21343491,1938.316657,93.5481012,Trade,http://www.rail-transit.com/project/show.php?itemid=89,NaN,NaN,NaN
CN,Hangzhou,Line 2,Line 2 Phase 1 Xiaoshan section,2008,NaN,0,18.2,100,18.2,NaN,NaN,13,117,NaN,10500,CNY,2008,0.315,3307.5,181.7307692,0,1.415224126,4680.853797,257.1897691,NaN,http://zzhz.zjol.com.cn/05zzhz/system/2008/09/29/009985997.shtml,NaN,NaN,NaN
